frame,robot_id,equipo,cx,cy
30,robot_2,1,421.3147122562003,905.2317601733687
30,robot_3,2,292.8304347826087,806.0648550724637
40,ball,-1,594.2504409171075,1088.1181657848324
41,ball,-1,595.4599018003273,1090.102564102564
42,ball,-1,599.7123780174627,1093.1391884951206
43,ball,-1,605.8909090909091,1098.7242424242424
45,ball,-1,613.7430249632893,1099.9295154185022
46,ball,-1,616.0121951219512,1102.621951219512
47,ball,-1,623.040650406504,1105.4065040650405
47,ball,-1,618.1609195402298,1098.9540229885056
48,ball,-1,620.5739393939393,1097.8654545454544
49,ball,-1,622.6386138613861,1095.9295929592959
50,ball,-1,625.6866197183099,1094.3738262910797
51,ball,-1,631.2428571428571,1095.0952380952378
52,ball,-1,633.0308370044053,1091.9530102790013
61,ball,-1,648.7548387096774,1049.868817204301
62,ball,-1,650.5947565543071,1045.2794007490636
63,ball,-1,652.0267412935323,1041.5597014925372
64,ball,-1,654.107448107448,1038.069597069597
65,ball,-1,655.5349119611413,1034.888888888889
66,ball,-1,657.2582742316785,1032.3894799054374
67,ball,-1,658.8139097744361,1029.9197994987467
68,ball,-1,660.6195153896529,1027.1198428290766
69,ball,-1,661.4290633608815,1024.1432506887052
70,ball,-1,662.5317919075145,1021.5195889531149
71,ball,-1,664.5113924050632,1019.1257383966243
72,ball,-1,664.0531531531532,1015.5423423423422
73,ball,-1,663.4135802469135,1012.3296296296296
74,ball,-1,662.4828349944628,1010.5382059800664
75,ball,-1,662.0541871921182,1007.0591133004926
76,ball,-1,659.673449612403,1006.204457364341
77,ball,-1,658.5072463768115,1004.2028985507245
78,ball,-1,656.7446393762183,1001.5292397660819
79,ball,-1,656.5869918699186,1000.9040650406503
80,ball,-1,655.3010752688172,998.0399385560676
81,ball,-1,650.8329317269075,995.2176706827308
82,ball,-1,649.2803379416282,994.2304147465438
83,ball,-1,647.7859078590786,992.5492321589882
84,ball,-1,645.0691964285714,990.626488095238
85,ball,-1,643.083885209713,989.1184694628403
86,ball,-1,641.943762781186,988.9683026584866
87,ball,-1,638.9801444043321,987.0379061371841
88,ball,-1,636.9408805031446,985.5540880503144
89,ball,-1,635.3604382929642,984.8985005767012
90,ball,-1,634.0393788130892,984.3610648918469
91,ball,-1,632.6759868421053,984.0712719298244
92,ball,-1,631.1704180064309,983.1350482315113
93,ball,-1,629.4499740798341,982.3991705546915
94,ball,-1,628.0747800586511,982.0669599217986
95,ball,-1,626.9319938176197,981.88304997424
96,ball,-1,625.5635528330781,981.4997447677385
97,ball,-1,624.2867965367965,980.79329004329
98,ball,-1,622.870253164557,980.4530590717299
99,ball,-1,621.5683147262095,980.1275917065391
100,ball,-1,620.1591154261057,979.8781014023732
101,ball,-1,618.5738636363636,979.8570075757575
102,ball,-1,617.4716088328075,979.919032597266
103,ball,-1,616.552271483306,980.1806239737274
104,ball,-1,615.4434576672587,979.8448786264061
105,ball,-1,614.5468369829683,980.198905109489
106,ball,-1,613.6471209720021,980.632857897517
107,ball,-1,612.9826388888889,980.6545138888889
108,ball,-1,612.1792237442921,980.6135844748857
109,ball,-1,611.7691441441441,981.1024774774775
110,ball,-1,611.3753598157743,981.3246977547495
111,ball,-1,610.7123050259966,981.2149046793761
112,ball,-1,610.4647798742138,981.369182389937
113,ball,-1,610.6973415132925,981.9461486025903
114,ball,-1,610.3790589794565,982.2823061630219
115,ball,-1,609.7666057282145,982.7818403412552
116,ball,-1,609.5159734779987,983.0867992766727
117,ball,-1,609.7914191419142,983.5768976897689
118,ball,-1,609.478855721393,983.504975124378
119,ball,-1,609.7137254901961,983.5385620915032
120,ball,-1,609.6244401791427,983.382597568778
121,ball,-1,609.5490554539914,983.1614868982326
122,ball,-1,609.5942028985507,983.3109903381642
123,ball,-1,610.4097664543524,983.9221514508139
124,ball,-1,609.8092753623188,983.11884057971
125,ball,-1,609.9875222816399,983.2673796791444
126,ball,-1,609.4086206896552,982.9954022988504
153,ball,-1,680.2380952380952,1089.579365079365
154,ball,-1,682.2507374631268,1090.7433628318583
175,ball,-1,675.2723577235772,1104.8658536585365
176,ball,-1,672.3053497942386,1101.067489711934
177,ball,-1,674.0254350736278,1102.3500669344041
178,ball,-1,674.208103130755,1103.8453038674033
179,ball,-1,674.9221364221363,1104.7348777348777
180,ball,-1,676.2735632183908,1104.8620689655172
181,ball,-1,675.4065573770491,1102.3016393442622
182,ball,-1,676.1989369779802,1100.4889901290812
183,ball,-1,677.5972523499638,1098.2415039768618
184,ball,-1,679.7973333333332,1095.5893333333333
185,ball,-1,676.0597539543058,1088.923842999414
186,ball,-1,679.6435897435897,1086.1641025641024
187,ball,-1,679.3527131782945,1079.4651162790697
193,ball,-1,662.3456790123456,1057.5787037037037
195,ball,-1,654.4427860696517,1049.8383084577113
198,ball,-1,641.4446271929825,1041.5970394736842
199,ball,-1,643.2333333333333,1039.4897435897435
200,ball,-1,637.5112359550562,1036.4897003745318
201,ball,-1,635.359437751004,1034.808232931727
202,ball,-1,632.0688405797101,1030.213768115942
203,ball,-1,625.585119047619,1028.1470238095237
204,ball,-1,623.2591863517059,1025.5524934383202
205,ball,-1,620.3881453154876,1023.1797323135755
206,ball,-1,616.3311036789298,1020.4013377926422
207,ball,-1,614.0959595959596,1018.9006734006734
208,ball,-1,610.564371257485,1016.4575848303392
209,ball,-1,608.1213151927437,1014.1689342403627
210,ball,-1,605.2569800569801,1011.7846153846153
211,ball,-1,602.9182833627277,1010.2204585537919
212,ball,-1,600.1715846994534,1008.1098360655737
213,ball,-1,597.4616666666667,1006.2783333333333
214,ball,-1,594.9348534201954,1004.2687296416938
215,ball,-1,592.7818791946308,1002.6549217002236
216,ball,-1,589.7473628691982,1000.5179324894514
217,ball,-1,587.2988133764832,998.9120819848974
218,ball,-1,585.2879330943846,997.6439665471922
219,ball,-1,582.9658703071673,996.367463026166
220,ball,-1,581.450354609929,994.3581560283687
221,ball,-1,582.8048128342245,988.7522281639929
222,ball,-1,585.685618729097,984.5273132664436
223,ball,-1,585.3656884875846,979.8442437923251
224,ball,-1,586.9800181653043,976.0345140781106
225,ball,-1,586.4505160898603,971.993928354584
226,ball,-1,586.2702265372168,968.0388349514564
227,ball,-1,586.9719978459881,964.2320947765212
228,ball,-1,587.7253561253561,961.0843304843304
229,ball,-1,589.0251461988304,957.3766081871345
230,ball,-1,589.6278153153153,953.5681306306305
231,ball,-1,589.9938167509837,950.539066891512
232,ball,-1,590.6400201106084,947.1679235796881
233,ball,-1,591.4091141833077,944.3630312339989
234,ball,-1,592.1847457627118,941.8084745762712
235,ball,-1,593.2915921288014,939.3846153846154
236,ball,-1,593.581939799331,936.530657748049
237,ball,-1,594.0300453514739,934.3418367346939
238,ball,-1,594.3766608896591,931.9930675909878
239,ball,-1,595.0122265122264,930.4993564993564
240,ball,-1,595.8142201834862,927.9671253822629
241,ball,-1,596.5620567375886,925.9441489361702
242,ball,-1,596.8382222222222,924.376
243,ball,-1,597.6867469879518,923.2640562248995
244,ball,-1,598.7543859649122,922.10661268556
245,ball,-1,597.8606965174129,919.5810945273631
246,ball,-1,596.2592592592592,917.4713144517066
247,ball,-1,595.9610561056105,916.3214521452145
248,ball,-1,596.1697092630154,914.892494929006
249,ball,-1,595.8018018018017,913.7767052767052
250,ball,-1,596.1190979563072,913.2649753347428
251,ball,-1,596.8880534670008,912.9649122807018
252,ball,-1,597.1409017713365,912.6175523349435
253,ball,-1,597.2209737827715,912.2172284644195
254,ball,-1,597.0728363324764,912.0411311053984
255,ball,-1,597.077694235589,911.7067669172932
256,ball,-1,597.4307692307692,911.8543589743589
257,ball,-1,597.4287531806615,911.678117048346
258,ball,-1,597.2035087719298,911.4701754385965
259,ball,-1,597.6878531073445,912.1963276836158
260,ball,-1,596.9666666666666,912.1104166666667
261,ball,-1,596.6887755102041,912.4685374149659
262,ball,-1,596.531862745098,912.34477124183
263,ball,-1,596.6514382402707,912.4526226734348
264,ball,-1,596.5458231954582,912.3690186536901
265,ball,-1,596.2290138549307,912.5085574572128
266,ball,-1,596.0879940343027,912.4601043997017
267,ball,-1,595.9978494623656,912.3720430107527
268,ball,-1,596.0351270553064,912.5388639760837
269,ball,-1,595.9964539007092,912.5914893617021
270,ball,-1,595.7314629258517,912.446225784903
271,ball,-1,595.6586021505376,912.3514784946236
272,ball,-1,595.7371922821025,912.5036593479707
273,ball,-1,595.7298177083333,912.388671875
274,ball,-1,595.7246376811594,912.4802371541502
275,ball,-1,595.8103092783505,912.613058419244
276,ball,-1,595.8558743169398,912.6967213114754
277,ball,-1,595.7446134347274,912.5557667934094
278,ball,-1,595.7334669338677,912.5798263193052
279,ball,-1,595.8146639511201,912.703326544467
280,ball,-1,595.8146639511201,912.703326544467
281,ball,-1,595.7939393939394,912.7084175084175
282,ball,-1,595.7718168812588,912.9356223175965
283,ball,-1,595.9971870604782,912.9395218002812
284,ball,-1,595.8283433133732,912.7378576180971
285,ball,-1,595.7463768115941,912.8524374176548
286,ball,-1,595.7085828343313,912.9301397205588
287,ball,-1,595.5485564304461,912.9022309711286
288,ball,-1,595.7105080027835,913.2066805845511
289,ball,-1,595.7493169398906,913.1038251366119
290,ball,-1,595.7238095238095,913.1761904761904
291,ball,-1,596.0980392156862,913.5361990950227
292,ball,-1,596.1567732115677,913.486301369863
293,ball,-1,596.3300573300572,913.8370188370187
294,ball,-1,595.8652329749103,913.2093189964157
295,ball,-1,596.117327117327,913.5843045843045
296,ball,-1,596.2362082362082,913.7459207459208
297,ball,-1,596.1417797888386,913.5897435897435
298,ball,-1,595.8682170542635,913.4989429175475
299,ball,-1,595.8107344632767,913.5444915254237
300,ball,-1,596.0955605718585,913.8713318284424
301,ball,-1,596.0321637426899,913.8150584795321
302,ball,-1,595.9553635709143,913.7199424046075
303,ball,-1,595.6699669966996,913.6547854785478
304,ball,-1,595.9178451178451,913.9191919191919
305,ball,-1,596.1889818688982,914.1178521617852
306,ball,-1,596.1317523056653,914.123188405797
307,ball,-1,596.2776659959759,914.1146881287726
308,ball,-1,596.2426035502958,914.1715976331361
309,ball,-1,596.2887139107611,914.0308398950131
310,ball,-1,596.4018817204301,914.0893817204301
311,ball,-1,596.337972166998,914.10337972167
312,ball,-1,596.4368998628257,914.2311385459533
313,ball,-1,596.4432989690722,914.2226804123711
314,ball,-1,596.4590277777777,914.2527777777777
315,ball,-1,596.2009043927648,913.923772609819
316,ball,-1,596.2426614481409,914.0450097847358
317,ball,-1,596.4411177644711,914.2035928143713
318,ball,-1,596.4508990318119,914.1881051175657
319,ball,-1,596.5115646258503,914.260544217687
320,ball,-1,596.5370770338372,914.3952483801296
321,ball,-1,596.5003313452617,914.2345924453281
322,ball,-1,596.5003599712022,914.4276457883369
323,ball,-1,597.1082375478927,915.067049808429
324,ball,-1,597.5903479236812,915.4680134680135
325,ball,-1,596.9193262411347,914.7367021276596
326,ball,-1,596.2006666666666,914.0633333333333
327,ball,-1,596.4405255878285,914.198478561549
328,ball,-1,596.4337517433752,914.2357043235703
329,ball,-1,596.6749811035525,914.3514739229025
330,ball,-1,596.3872053872053,914.2558922558921
331,ball,-1,596.2099522835719,914.1840490797546
332,ball,-1,596.6851851851852,914.7206790123456
333,ball,-1,596.5784753363229,914.5545590433483
334,ball,-1,596.4809941520467,914.4327485380117
335,ball,-1,596.3948824343015,914.2268326417703
336,ball,-1,596.4277777777777,914.2194444444444
337,ball,-1,596.4285714285714,914.4249639249639
338,ball,-1,596.4172284644194,914.5273408239699
339,ball,-1,596.8041775456919,914.7745865970408
340,ball,-1,596.5490196078431,914.556862745098
341,ball,-1,596.4907183212267,914.3042776432605
342,ball,-1,598.9609756097561,916.2552845528454
343,ball,-1,597.3333333333333,915.3939393939394
344,ball,-1,598.1570743405275,915.5503597122303
345,ball,-1,597.2129094412331,914.9894026974952
346,ball,-1,597.023084025854,914.8356417359187
347,ball,-1,599.1666666666666,916.92194092827
348,ball,-1,599.1682539682539,916.0380952380953
349,ball,-1,598.6446886446887,915.3321123321123
350,ball,-1,597.5179924242424,915.3049242424241
351,ball,-1,596.9823232323232,915.0395622895622
352,ball,-1,598.4417009602194,916.0137174211247
353,ball,-1,597.4182475158084,915.2411924119241
354,ball,-1,597.0964685615847,915.2566752799311
355,ball,-1,597.4957507082153,915.5193578847969
356,ball,-1,597.1738712776176,915.2094140249759
357,ball,-1,597.0537363560034,915.0403022670025
358,ball,-1,597.0458430458431,914.8679098679098
359,ball,-1,596.9065420560747,914.8076323987538
360,ball,-1,596.6438450899032,914.3706777316735
361,ball,-1,596.6001386001385,914.3665973665974
362,ball,-1,596.5146443514644,914.2126917712691
363,ball,-1,596.7726926010679,914.5194508009154
364,ball,-1,596.4307270233196,914.196159122085
365,ball,-1,596.4307270233196,914.196159122085
366,ball,-1,596.5910808767951,914.4096749811034
367,ball,-1,596.5744371822802,914.4008714596949
368,ball,-1,596.336741649625,914.1922290388549
369,ball,-1,596.2785571142284,914.1710086840347
370,ball,-1,596.4273504273505,914.2293447293447
371,ball,-1,596.5275938189845,914.4164827078733
372,ball,-1,597.8721461187214,915.7831050228309
373,ball,-1,596.8241469816273,915.0069991251092
374,ball,-1,596.6271721958925,914.6579778830962
375,ball,-1,596.295755045233,914.1503131524008
376,ball,-1,596.2589531680441,914.0633608815426
377,ball,-1,596.1659863945578,914.0319727891156
378,ball,-1,596.0563106796117,913.9553398058252
379,ball,-1,596.1974043715846,914.0239071038251
380,ball,-1,596.3803418803419,914.3233618233618
381,ball,-1,596.6239530988274,914.7696817420435
382,ball,-1,596.7698630136987,914.8977168949771
383,ball,-1,596.2013745704467,914.1175257731959
384,ball,-1,596.3137665967854,914.1194968553459
385,ball,-1,596.05317769131,914.029831387808
386,ball,-1,596.3137665967854,914.1194968553459
387,ball,-1,596.8272300469483,915.1089201877933
388,ball,-1,596.3846153846154,914.315527065527
389,ball,-1,596.2270531400966,914.1449275362319
390,ball,-1,597.1171717171717,915.2282828282828
391,ball,-1,596.2811412665274,914.1273486430063
392,ball,-1,596.4168336673347,914.1803607214429
393,ball,-1,596.4289617486338,914.1318306010928
394,ball,-1,596.3656565656565,914.020202020202
395,ball,-1,596.2266414141413,913.9690656565656
396,ball,-1,596.4484210526316,914.2273684210527
397,ball,-1,596.2871794871794,914.0814102564102
398,ball,-1,596.3992015968064,914.1497005988024
399,ball,-1,596.5006887052341,914.2451790633608
400,ball,-1,596.4646464646464,914.3535353535353
401,ball,-1,597.65291005291,915.458201058201
402,ball,-1,596.4102011494252,914.2097701149424
403,ball,-1,596.2732673267327,914.0475247524753
404,ball,-1,596.3444444444443,914.0816993464051
405,ball,-1,596.276902887139,914.1332020997374
406,ball,-1,596.3128306878306,914.084656084656
407,ball,-1,596.4444444444445,914.4060606060606
408,ball,-1,596.6945010183299,914.5987780040733
409,ball,-1,596.5835156819838,914.5579868708971
410,ball,-1,596.3108843537415,914.3013605442176
411,ball,-1,596.3133462282399,914.3036750483559
412,ball,-1,596.2669349429912,914.3246143527833
413,ball,-1,596.5297215951842,914.6478555304741
414,ball,-1,596.3883994126285,914.540381791483
415,ball,-1,596.3533471359558,914.3250517598344
416,ball,-1,596.6358164033106,914.6004514672686
417,ball,-1,596.6038647342995,914.4057971014493
418,ball,-1,597.5744047619048,915.7926587301587
419,ball,-1,597.1781914893617,915.2810283687942
420,ball,-1,596.6471861471862,914.5382395382395
421,ball,-1,596.3874058863792,914.3264887063655
422,ball,-1,596.2978142076503,914.3661202185791
423,ball,-1,596.0243589743588,914.150641025641
424,ball,-1,596.2171428571429,914.3866666666667
425,ball,-1,596.0296296296295,914.3616161616162
426,ball,-1,595.9353680430879,914.3518850987433
427,ball,-1,595.7469806763285,914.1274154589372
428,ball,-1,595.9280096793708,914.1778584392015
429,ball,-1,596.2247191011236,915.7273408239699
430,ball,-1,597.0689655172414,920.5057471264367
449,ball,-1,389.7455048409405,1053.5698478561549
450,ball,-1,367.45750551876375,1053.848233995585
451,ball,-1,348.33168859649123,1054.1973684210527
452,ball,-1,330.5009671179884,1054.3662153449386
453,ball,-1,313.37170675830464,1054.2210767468498
454,ball,-1,298.4354354354354,1069.8768768768768
454,ball,-1,300.36296296296297,1053.9619047619049
455,ball,-1,282.37794299876083,1069.3097893432466
456,ball,-1,270.72886093640807,1068.9147449336128
457,ball,-1,256.7032698877501,1066.4558321132258
458,ball,-1,244.84381972333776,1064.9593931280679
459,ball,-1,236.48350694444443,1063.5703125
460,ball,-1,229.4388961892247,1059.5913272010512
461,ball,-1,230.459793814433,1055.498969072165
462,ball,-1,234.77,1051.3533333333332
463,ball,-1,234.35695538057743,1046.4304461942256
464,ball,-1,229.99051490514904,1041.0474254742546
465,ball,-1,220.64257028112448,1039.9859437751004
466,ball,-1,207.6389360498019,1032.3186191284663
467,ball,-1,194.83862433862433,1021.4325396825396
468,ball,-1,333.2,981.2166666666666
468,ball,-1,272.072758037225,973.2470389170896
469,ball,-1,176.4390243902439,989.5243902439024
470,ball,-1,165.42716049382713,977.0567901234567
471,ball,-1,159.14655172413794,969.3534482758621
472,ball,-1,152.88242424242424,960.1393939393938
474,ball,-1,298.0,1001.5185185185185
480,ball,-1,153.10266406757634,961.4431448992852
481,ball,-1,154.23488372093024,962.1317829457363
482,ball,-1,154.29408212560386,962.2373188405797
484,ball,-1,155.50212765957446,964.0801418439715
485,ball,-1,155.17193675889328,964.9901185770751
486,ball,-1,155.06961651917402,965.0530973451328
487,ball,-1,155.45275888133028,966.4066515495086
488,ball,-1,155.3305036785512,965.3163554046405
489,ball,-1,155.6725018234865,966.8825674690007
490,ball,-1,155.41053921568627,966.2028186274508
491,ball,-1,155.83603238866397,966.6329284750336
492,ball,-1,155.81351526965562,966.1955815464587
493,ball,-1,156.17394179894177,966.2195767195766
