frame,vertice,x,y
422,1,484,1100
422,2,336,1008
422,3,252,296
422,4,328,164
422,5,556,148
423,0,648,1072
423,1,484,1100
423,2,336,1008
423,3,252,296
423,4,328,164
423,5,556,148
424,0,648,1072
424,1,484,1100
424,2,336,1008
424,3,252,296
424,4,328,164
424,5,556,148
425,0,648,1072
425,1,484,1100
425,2,336,1008
425,3,252,296
425,4,328,164
425,5,556,148
426,0,648,1072
426,1,484,1100
426,2,336,1008
426,3,252,296
426,4,328,164
426,5,556,148
427,0,648,1072
427,1,484,1100
427,2,336,1008
427,3,252,296
427,4,328,164
427,5,556,148
428,0,648,1072
428,1,484,1100
428,2,336,1008
428,3,252,296
428,4,328,164
428,5,556,148
429,0,648,1072
429,1,484,1100
429,2,336,1008
429,3,252,296
429,4,328,164
429,5,556,148
430,0,492,156
430,1,360,280
430,2,80,308
430,3,0,204
431,0,492,156
431,1,360,280
431,2,80,308
431,3,0,204
432,0,492,156
432,1,360,280
432,2,80,308
432,3,0,204
433,0,492,156
433,1,360,280
433,2,80,308
433,3,0,204
434,0,492,156
434,1,360,280
434,2,80,308
434,3,0,204
435,0,492,156
435,1,360,280
435,2,80,308
435,3,0,204
436,0,492,156
436,1,360,280
436,2,80,308
436,3,0,204
437,0,492,156
437,1,360,280
437,2,80,308
437,3,0,204
438,0,492,156
438,1,360,280
438,2,80,308
438,3,0,204
439,0,492,156
439,1,360,280
439,2,80,308
439,3,0,204
440,0,636,892
440,1,252,292
440,2,356,160
440,3,556,152
441,0,636,892
441,1,252,292
441,2,356,160
441,3,556,152
442,0,636,892
442,1,252,292
442,2,356,160
442,3,556,152
443,0,636,892
443,1,252,292
443,2,356,160
443,3,556,152
444,0,636,892
444,1,252,292
444,2,356,160
444,3,556,152
445,0,636,892
445,1,252,292
445,2,356,160
445,3,556,152
446,0,636,892
446,1,252,292
446,2,356,160
446,3,556,152
447,0,636,892
447,1,252,292
447,2,356,160
447,3,556,152
448,0,636,892
448,1,252,292
448,2,356,160
448,3,556,152
449,0,636,892
449,1,252,292
449,2,356,160
449,3,556,152
450,0,648,976
450,1,0,196
450,2,556,148
451,0,648,976
451,1,0,196
451,2,556,148
452,0,648,976
452,1,0,196
452,2,556,148
453,0,648,976
453,1,0,196
453,2,556,148
454,0,648,976
454,1,0,196
454,2,556,148
455,0,648,976
455,1,0,196
455,2,556,148
456,0,648,976
456,1,0,196
456,2,556,148
457,0,648,976
457,1,0,196
457,2,556,148
458,0,648,976
458,1,0,196
458,2,556,148
459,0,648,976
459,1,0,196
459,2,556,148
460,0,644,960
460,1,232,296
460,2,352,160
460,3,556,152
461,0,644,960
461,1,232,296
461,2,352,160
461,3,556,152
462,0,644,960
462,1,232,296
462,2,352,160
462,3,556,152
463,0,644,960
463,1,232,296
463,2,352,160
463,3,556,152
464,0,644,960
464,1,232,296
464,2,352,160
464,3,556,152
465,0,644,960
465,1,232,296
465,2,352,160
465,3,556,152
466,0,644,960
466,1,232,296
466,2,352,160
466,3,556,152
467,0,644,960
467,1,232,296
467,2,352,160
467,3,556,152
468,0,644,960
468,1,232,296
468,2,352,160
468,3,556,152
469,0,644,960
469,1,232,296
469,2,352,160
469,3,556,152
470,0,640,944
470,1,8,196
470,2,552,144
471,0,640,944
471,1,8,196
471,2,552,144
472,0,640,944
472,1,8,196
472,2,552,144
473,0,640,944
473,1,8,196
473,2,552,144
474,0,640,944
474,1,8,196
474,2,552,144
475,0,640,944
475,1,8,196
475,2,552,144
476,0,640,944
476,1,8,196
476,2,552,144
477,0,640,944
477,1,8,196
477,2,552,144
478,0,640,944
478,1,8,196
478,2,552,144
479,0,640,944
479,1,8,196
479,2,552,144
480,0,628,808
480,1,216,296
480,2,356,160
480,3,556,152
481,0,628,808
481,1,216,296
481,2,356,160
481,3,556,152
482,0,628,808
482,1,216,296
482,2,356,160
482,3,556,152
483,0,628,808
483,1,216,296
483,2,356,160
483,3,556,152
484,0,628,808
484,1,216,296
484,2,356,160
484,3,556,152
485,0,628,808
485,1,216,296
485,2,356,160
485,3,556,152
486,0,628,808
486,1,216,296
486,2,356,160
486,3,556,152
487,0,628,808
487,1,216,296
487,2,356,160
487,3,556,152
488,0,628,808
488,1,216,296
488,2,356,160
488,3,556,152
489,0,628,808
489,1,216,296
489,2,356,160
489,3,556,152
490,0,664,1068
490,1,272,1020
490,2,0,200
490,3,556,148
491,0,664,1068
491,1,272,1020
491,2,0,200
491,3,556,148
492,0,664,1068
492,1,272,1020
492,2,0,200
492,3,556,148
493,0,664,1068
493,1,272,1020
493,2,0,200
493,3,556,148
