frame,robot_id,equipo,cx,cy
83,ball,-1,994.5102150537633,534.1483870967742
84,ball,-1,1248.2592592592594,626.7376543209875
84,ball,-1,1236.7777777777778,624.6518518518518
84,ball,-1,1004.156862745098,535.4677047289504
85,ball,-1,1013.8918322295805,538.2198675496688
86,ball,-1,1025.254054054054,541.877027027027
87,ball,-1,1034.6414950419526,543.4519450800915
88,ball,-1,1047.8140350877193,545.7144736842105
89,ball,-1,1059.3348519362187,546.996583143508
90,ball,-1,1072.3956422018348,550.4097859327217
91,ball,-1,1077.5333333333333,557.8770833333333
92,ball,-1,1065.753286929621,559.0417633410673
93,ball,-1,1087.4264972776768,564.2323049001815
94,ball,-1,1108.3507326007325,572.0146520146519
95,ball,-1,1411.7619047619048,807.2116402116401
95,ball,-1,1129.6693693693692,571.7009009009008
96,ball,-1,1437.8951612903227,821.0322580645161
96,ball,-1,1146.1172118380061,572.654984423676
97,ball,-1,1167.4433887569278,575.0304829770388
98,ball,-1,1185.9795763993948,577.7528996469995
99,ball,-1,1207.1638583638583,582.7531135531135
100,ball,-1,1227.5708893606982,585.7289455060155
101,ball,-1,1250.8764285714285,589.6183333333333
102,ball,-1,1274.251498386353,593.4757952973721
103,ball,-1,1296.2505805362043,598.3538104285412
104,ball,-1,1316.8338422391857,601.2292620865139
105,ball,-1,1342.8515007898893,607.6842699164973
106,ball,-1,1365.5560521415268,613.9143389199254
107,ball,-1,1389.0081300813008,620.410384331116
108,ball,-1,1412.1003267973856,626.8336601307188
109,ball,-1,1434.8248798718632,632.9311265349706
110,ball,-1,1458.9156314699792,640.984126984127
111,ball,-1,1485.031069476971,650.4616705698672
112,ball,-1,1508.311394487865,658.7339914986974
113,ball,-1,1529.3711608537221,665.2953322922089
114,ball,-1,1560.2987189970017,671.2452984464431
115,ball,-1,1587.4194563662375,679.4366237482117
116,ball,-1,1597.5361864996519,685.8176757132915
117,ball,-1,1593.214995483288,688.7669376693767
132,ball,-1,1409.4484567901234,932.5956790123456
149,ball,-1,1245.3811063218388,1064.3829022988505
155,ball,-1,1328.7466666666667,597.9733333333332
156,ball,-1,1327.029197080292,594.3004866180048
156,ball,-1,1316.6838810641625,586.0344287949922
169,ball,-1,1286.7008547008547,907.3811965811965
169,ball,-1,1302.142857142857,884.9682539682539
172,ball,-1,2.0166666666666666,445.6083333333333
177,ball,-1,730.6666666666666,327.57575757575756
177,ball,-1,716.5,317.1666666666667
178,ball,-1,729.5815797499238,329.68953949374804
185,ball,-1,1305.7536231884058,552.4927536231884
185,ball,-1,1315.75,542.5
187,ball,-1,1524.391304347826,825.3019323671497
187,ball,-1,730.4326710816777,329.68653421633553
188,ball,-1,727.1361971361971,335.12620712620713
189,ball,-1,733.4025974025974,338.24675324675326
192,ball,-1,1382.1908045977011,391.10574712643677
199,ball,-1,1011.1138211382114,921.360433604336
200,ball,-1,1154.3992673992673,1060.8791208791208
200,ball,-1,1055.0433789954336,613.324200913242
202,ball,-1,914.4162895927602,677.6168929110105
202,ball,-1,1290.578431372549,568.4718137254902
203,ball,-1,848.8231292517007,723.1891156462585
204,ball,-1,780.0527363184079,763.5402985074627
207,ball,-1,634.407747196738,871.8134556574923
233,ball,-1,1348.3225806451612,553.9032258064516
233,ball,-1,1338.897988505747,542.8649425287356
234,ball,-1,1336.5,543.5
244,ball,-1,1444.290476190476,705.4190476190475
