frame,id_objeto,equipo,pixel_x,pixel_y,cenital_x,cenital_y
223,robot_0,0,569,1031,417,47
223,robot_2,1,316,933,364,165
224,ball,-1,586,974,395,36
224,robot_0,0,568,1029,416,48
224,robot_2,1,316,933,364,165
225,ball,-1,586,969,393,36
225,robot_0,0,566,1025,414,49
225,robot_2,1,316,933,364,165
226,ball,-1,587,966,392,35
226,robot_0,0,563,1021,412,50
226,robot_2,1,316,933,364,165
227,ball,-1,588,962,391,35
227,robot_0,0,561,1018,411,51
227,robot_2,1,316,934,364,165
228,ball,-1,588,958,389,34
228,robot_0,0,558,1015,410,52
228,robot_2,1,317,936,365,164
229,ball,-1,589,955,388,34
229,robot_0,0,554,1011,408,54
229,robot_2,1,317,937,365,164
230,ball,-1,590,951,386,33
230,robot_0,0,551,1008,407,55
230,robot_2,1,317,937,365,164
231,ball,-1,590,948,385,33
231,robot_0,0,546,1002,404,57
231,robot_2,1,317,936,365,164
232,ball,-1,591,946,384,32
232,robot_0,0,544,1001,404,58
232,robot_2,1,317,936,365,164
233,ball,-1,592,942,383,31
233,robot_0,0,539,995,401,60
233,robot_2,1,317,936,365,164
234,ball,-1,592,939,382,31
234,robot_0,0,530,985,396,64
234,robot_2,1,317,936,365,164
235,ball,-1,593,937,381,31
235,robot_0,0,528,983,396,65
235,robot_2,1,317,936,365,164
236,ball,-1,593,934,380,30
236,robot_0,0,527,984,396,65
236,robot_2,1,317,936,365,164
237,ball,-1,594,932,379,30
237,robot_0,0,523,982,395,67
237,robot_2,1,317,936,365,164
238,ball,-1,594,929,378,30
238,robot_0,0,518,976,392,69
238,robot_2,1,317,936,365,164
239,ball,-1,594,927,377,30
239,robot_0,0,515,972,390,70
239,robot_2,1,317,936,365,164
240,ball,-1,595,925,376,29
240,robot_0,0,511,969,389,72
240,robot_2,1,317,937,365,164
241,ball,-1,595,923,375,29
241,robot_0,0,507,965,387,74
241,robot_2,1,317,937,365,164
242,ball,-1,595,921,374,29
242,robot_0,0,503,961,385,76
242,robot_2,1,317,937,365,164
243,ball,-1,595,919,374,29
243,robot_0,0,499,957,384,77
243,robot_2,1,317,937,365,164
244,ball,-1,595,918,373,29
244,robot_0,0,495,954,382,79
244,robot_2,1,317,937,365,164
245,ball,-1,596,916,372,28
245,robot_0,0,491,949,380,81
245,robot_2,1,317,937,365,164
246,ball,-1,596,915,372,28
246,robot_0,0,488,946,379,82
246,robot_2,1,317,937,365,164
247,ball,-1,595,914,372,28
247,robot_0,0,483,941,376,84
247,robot_2,1,317,937,365,164
248,ball,-1,596,913,371,28
248,robot_0,0,481,938,375,85
248,robot_2,1,317,937,365,164
249,ball,-1,596,911,370,28
249,robot_0,0,476,932,372,87
249,robot_2,1,317,937,365,164
250,ball,-1,596,910,370,28
250,robot_0,0,473,928,370,89
250,robot_2,1,317,937,365,164
251,ball,-1,596,910,370,28
251,robot_0,0,470,924,369,90
251,robot_2,1,317,937,365,164
252,ball,-1,596,909,370,28
252,robot_0,0,465,918,366,92
252,robot_2,1,317,937,365,164
253,ball,-1,596,909,370,28
253,robot_0,0,462,914,364,93
253,robot_2,1,318,937,366,164
254,ball,-1,596,908,369,28
254,robot_0,0,457,910,362,96
254,robot_2,1,321,937,366,162
255,ball,-1,596,908,369,28
255,robot_0,0,454,906,360,97
255,robot_2,1,325,937,366,160
256,ball,-1,596,908,369,28
256,robot_0,0,449,902,359,99
256,robot_2,1,330,937,366,158
257,ball,-1,596,908,369,28
257,robot_0,0,446,898,357,100
257,robot_2,1,336,937,367,155
258,ball,-1,596,908,369,28
258,robot_0,0,442,894,355,102
258,robot_2,1,342,936,366,152
259,ball,-1,596,908,369,28
259,robot_0,0,438,889,353,104
259,robot_2,1,348,936,367,149
260,ball,-1,595,908,369,28
260,robot_0,0,434,884,350,106
260,robot_2,1,351,936,367,148
261,ball,-1,595,909,370,28
261,robot_0,0,430,880,348,107
261,robot_2,1,351,936,367,148
262,ball,-1,595,909,370,28
262,robot_0,0,426,874,346,109
262,robot_2,1,349,937,367,149
263,ball,-1,595,909,370,28
263,robot_0,0,422,870,344,111
263,robot_2,1,345,939,368,151
264,ball,-1,595,909,370,28
264,robot_0,0,419,867,343,112
264,robot_2,1,341,941,368,153
265,ball,-1,595,909,370,28
265,robot_0,0,415,862,340,114
265,robot_2,1,335,943,369,156
266,ball,-1,595,909,370,28
266,robot_0,0,411,858,338,116
266,robot_2,1,328,945,369,159
267,ball,-1,595,909,370,28
267,robot_0,0,407,853,336,118
267,robot_2,1,321,946,369,163
268,ball,-1,595,909,370,28
268,robot_0,0,403,849,334,119
268,robot_2,1,314,949,370,166
269,ball,-1,595,909,370,28
269,robot_0,0,399,844,332,121
269,robot_2,1,306,951,370,170
270,ball,-1,595,909,370,28
270,robot_0,0,395,840,330,123
270,robot_2,1,299,953,371,173
271,ball,-1,595,909,370,28
271,robot_0,0,391,836,328,125
271,robot_2,1,296,954,371,175
272,ball,-1,595,909,370,28
272,robot_0,0,388,832,326,126
272,robot_2,1,295,954,371,175
273,ball,-1,595,909,370,28
273,robot_0,0,385,829,325,128
273,robot_2,1,296,953,371,175
274,ball,-1,595,909,370,28
274,robot_0,0,382,827,324,129
274,robot_2,1,299,953,371,173
275,ball,-1,596,909,370,28
275,robot_0,0,378,824,322,131
275,robot_2,1,301,953,371,172
276,ball,-1,596,909,370,28
276,robot_0,0,375,822,321,132
276,robot_2,1,302,952,371,172
277,ball,-1,595,909,370,28
277,robot_0,0,375,822,321,132
277,robot_2,1,302,952,371,172
278,ball,-1,595,909,370,28
278,robot_0,0,376,823,322,132
278,robot_2,1,302,952,371,172
279,ball,-1,596,909,370,28
279,robot_0,0,379,824,322,130
279,robot_2,1,302,952,371,172
280,ball,-1,595,909,370,28
280,robot_0,0,384,826,323,128
280,robot_2,1,302,953,371,172
281,ball,-1,595,909,370,28
281,robot_0,0,388,828,325,126
281,robot_2,1,302,953,371,172
282,ball,-1,595,909,370,28
282,robot_0,0,392,829,325,124
282,robot_2,1,302,953,371,172
283,ball,-1,595,909,370,28
283,robot_0,0,394,831,326,123
283,robot_2,1,301,953,371,172
284,ball,-1,595,909,370,28
284,robot_0,0,396,832,327,122
284,robot_2,1,301,953,371,172
285,ball,-1,595,909,370,28
285,robot_0,0,398,833,327,121
285,robot_2,1,301,953,371,172
286,ball,-1,595,909,370,28
286,robot_0,0,400,834,328,120
286,robot_2,1,301,953,371,172
287,ball,-1,595,909,370,28
287,robot_0,0,402,835,328,119
287,robot_2,1,301,953,371,172
288,ball,-1,596,910,370,28
288,robot_0,0,402,835,328,119
288,robot_2,1,301,953,371,172
289,ball,-1,595,909,370,28
289,robot_0,0,401,834,328,120
289,robot_2,1,301,953,371,172
290,ball,-1,596,910,370,28
290,robot_0,0,401,835,328,120
290,robot_2,1,302,953,371,172
291,ball,-1,595,909,370,28
291,robot_0,0,401,836,329,120
291,robot_2,1,301,953,371,172
292,ball,-1,595,909,370,28
292,robot_0,0,401,837,329,120
292,robot_2,1,301,953,371,172
293,ball,-1,595,909,370,28
293,robot_0,0,401,837,329,120
293,robot_2,1,302,953,371,172
294,ball,-1,595,910,370,28
294,robot_0,0,402,839,330,120
294,robot_2,1,301,952,371,172
295,ball,-1,595,910,370,28
295,robot_0,0,403,840,330,119
295,robot_2,1,301,952,371,172
296,ball,-1,595,910,370,28
296,robot_0,0,404,842,331,119
296,robot_2,1,302,952,371,172
297,ball,-1,595,910,370,28
297,robot_0,0,404,842,331,119
297,robot_2,1,302,952,371,172
298,ball,-1,595,910,370,28
298,robot_0,0,404,841,331,119
298,robot_2,1,302,952,371,172
299,ball,-1,596,910,370,28
299,robot_0,0,403,842,331,119
299,robot_2,1,302,952,371,172
300,ball,-1,596,910,370,28
300,robot_0,0,403,842,331,119
300,robot_2,1,302,952,371,172
301,ball,-1,596,910,370,28
301,robot_0,0,403,843,332,119
301,robot_2,1,302,952,371,172
302,ball,-1,596,910,370,28
302,robot_0,0,403,843,332,119
302,robot_2,1,302,953,371,172
303,ball,-1,596,910,370,28
303,robot_0,0,403,843,332,119
303,robot_2,1,302,953,371,172
304,ball,-1,596,911,370,28
304,robot_0,0,405,845,333,118
304,robot_2,1,302,953,371,172
305,ball,-1,596,911,370,28
305,robot_0,0,408,848,334,117
305,robot_2,1,302,952,371,172
306,ball,-1,596,911,370,28
306,robot_0,0,412,850,335,115
306,robot_2,1,302,952,371,172
307,ball,-1,596,911,370,28
307,robot_0,0,416,853,337,113
307,robot_2,1,302,953,371,172
308,ball,-1,596,911,370,28
308,robot_0,0,417,856,338,113
308,robot_2,1,302,953,371,172
309,ball,-1,596,911,370,28
309,robot_0,0,417,858,339,113
309,robot_2,1,302,953,371,172
310,ball,-1,596,911,370,28
310,robot_0,0,416,858,339,113
310,robot_2,1,302,953,371,172
311,ball,-1,596,911,370,28
311,robot_0,0,415,859,339,114
311,robot_2,1,301,953,371,172
312,ball,-1,596,911,370,28
312,robot_0,0,414,860,339,114
312,robot_2,1,302,953,371,172
313,ball,-1,596,911,370,28
313,robot_0,0,411,862,340,116
313,robot_2,1,302,953,371,172
314,ball,-1,596,911,370,28
314,robot_0,0,409,863,340,117
314,robot_2,1,302,953,371,172
315,ball,-1,596,911,370,28
315,robot_0,0,408,864,341,118
315,robot_2,1,301,953,371,172
316,ball,-1,596,911,370,28
316,robot_0,0,407,866,341,118
316,robot_2,1,302,953,371,172
317,ball,-1,596,911,370,28
317,robot_0,0,405,867,342,119
317,robot_2,1,302,953,371,172
318,ball,-1,596,911,370,28
318,robot_0,0,404,869,343,120
318,robot_2,1,302,953,371,172
319,ball,-1,596,911,370,28
319,robot_0,0,402,870,343,121
319,robot_2,1,302,953,371,172
320,ball,-1,596,911,370,28
320,robot_0,0,400,871,343,122
320,robot_2,1,301,952,371,172
321,ball,-1,596,911,370,28
321,robot_0,0,397,874,344,123
321,robot_2,1,301,952,371,172
322,ball,-1,596,911,370,28
322,robot_0,0,395,877,345,124
322,robot_2,1,301,953,371,172
323,ball,-1,596,911,370,28
323,robot_0,0,393,879,346,126
323,robot_2,1,302,953,371,172
324,ball,-1,596,911,370,28
324,robot_0,0,392,880,346,126
324,robot_2,1,302,953,371,172
325,ball,-1,596,911,370,28
325,robot_0,0,390,881,347,127
325,robot_2,1,302,953,371,172
326,ball,-1,596,911,370,28
326,robot_0,0,387,884,348,129
326,robot_2,1,302,953,371,172
327,ball,-1,596,911,370,28
327,robot_0,0,385,885,348,130
327,robot_2,1,302,953,371,172
328,ball,-1,596,911,370,28
328,robot_0,0,384,885,348,130
328,robot_2,1,302,953,371,172
329,ball,-1,596,911,370,28
329,robot_0,0,383,886,348,131
329,robot_2,1,302,953,371,172
330,ball,-1,596,911,370,28
330,robot_0,0,381,888,349,132
330,robot_2,1,302,953,371,172
331,ball,-1,596,911,370,28
331,robot_0,0,380,889,349,132
331,robot_2,1,302,953,371,172
332,ball,-1,596,911,370,28
332,robot_0,0,379,890,350,133
332,robot_2,1,302,953,371,172
333,ball,-1,596,911,370,28
333,robot_0,0,377,890,350,134
333,robot_2,1,302,953,371,172
334,ball,-1,596,911,370,28
334,robot_0,0,375,891,350,135
334,robot_2,1,302,953,371,172
335,ball,-1,596,911,370,28
335,robot_0,0,374,890,350,135
335,robot_2,1,302,952,371,172
336,ball,-1,596,911,370,28
336,robot_0,0,373,890,349,136
336,robot_2,1,302,952,371,172
337,ball,-1,596,911,370,28
337,robot_0,0,370,891,350,137
337,robot_2,1,301,953,371,172
338,ball,-1,596,911,370,28
338,robot_0,0,366,893,350,139
338,robot_2,1,301,953,371,172
339,ball,-1,596,911,370,28
339,robot_0,0,364,894,351,140
339,robot_2,1,301,954,371,173
340,ball,-1,596,911,370,28
340,robot_0,0,361,895,351,142
340,robot_2,1,300,955,372,173
341,ball,-1,596,911,370,28
341,robot_0,0,360,896,351,142
341,robot_2,1,299,956,372,174
342,ball,-1,596,911,370,28
342,robot_0,0,359,896,351,143
342,robot_2,1,298,956,372,174
343,ball,-1,596,911,370,28
343,robot_0,0,357,897,351,144
343,robot_2,1,297,957,372,175
344,ball,-1,596,911,370,28
344,robot_0,0,357,896,351,144
344,robot_2,1,297,957,372,175
345,ball,-1,596,911,370,28
345,robot_0,0,356,895,351,144
345,robot_2,1,297,957,372,175
346,ball,-1,596,911,370,28
346,robot_0,0,355,895,351,145
346,robot_2,1,297,957,372,175
347,ball,-1,596,911,370,28
347,robot_0,0,354,894,350,145
347,robot_2,1,294,950,369,176
348,ball,-1,596,911,370,28
348,robot_0,0,353,893,350,146
348,robot_2,1,294,950,369,176
349,ball,-1,596,911,370,28
349,robot_0,0,353,892,349,145
349,robot_2,1,294,950,369,176
350,ball,-1,596,911,370,28
350,robot_0,0,354,893,350,145
350,robot_2,1,297,957,372,175
351,ball,-1,596,911,370,28
351,robot_0,0,354,894,350,145
351,robot_2,1,297,957,372,175
352,ball,-1,596,911,370,28
352,robot_0,0,353,893,350,146
352,robot_2,1,297,957,372,175
353,ball,-1,595,910,370,28
353,robot_0,0,353,892,349,145
353,robot_2,1,297,957,372,175
354,ball,-1,596,911,370,28
354,robot_0,0,352,891,349,146
354,robot_2,1,297,957,372,175
355,ball,-1,596,911,370,28
355,robot_0,0,351,890,348,146
355,robot_2,1,297,956,372,174
356,ball,-1,596,911,370,28
356,robot_0,0,351,891,349,146
356,robot_2,1,297,957,372,175
357,ball,-1,596,911,370,28
357,robot_0,0,351,890,348,146
357,robot_2,1,297,957,372,175
358,ball,-1,596,911,370,28
358,robot_0,0,351,890,348,146
358,robot_2,1,297,957,372,175
359,ball,-1,596,911,370,28
359,robot_0,0,352,890,348,146
359,robot_2,1,297,957,372,175
360,ball,-1,596,911,370,28
360,robot_0,0,351,891,349,146
360,robot_2,1,297,957,372,175
361,ball,-1,596,911,370,28
361,robot_0,0,351,891,349,146
361,robot_2,1,297,957,372,175
362,ball,-1,596,911,370,28
362,robot_0,0,351,890,348,146
362,robot_2,1,297,957,372,175
363,ball,-1,596,911,370,28
363,robot_0,0,350,889,348,147
363,robot_2,1,297,957,372,175
364,ball,-1,596,911,370,28
364,robot_0,0,350,890,348,147
364,robot_2,1,297,957,372,175
365,ball,-1,596,911,370,28
365,robot_0,0,350,889,348,147
365,robot_2,1,297,958,373,175
366,ball,-1,596,911,370,28
366,robot_0,0,350,890,348,147
366,robot_2,1,297,957,372,175
367,ball,-1,596,911,370,28
367,robot_0,0,351,890,348,146
367,robot_2,1,297,957,372,175
368,ball,-1,596,911,370,28
368,robot_0,0,350,891,349,147
368,robot_2,1,297,957,372,175
369,ball,-1,596,911,370,28
369,robot_0,0,350,891,349,147
369,robot_2,1,297,957,372,175
370,ball,-1,596,911,370,28
370,robot_0,0,351,890,348,146
370,robot_2,1,297,957,372,175
371,ball,-1,596,911,370,28
371,robot_0,0,350,889,348,147
371,robot_2,1,297,957,372,175
372,ball,-1,596,911,370,28
372,robot_0,0,350,889,348,147
372,robot_2,1,297,958,373,175
373,ball,-1,596,911,370,28
373,robot_0,0,349,889,348,147
373,robot_2,1,297,958,373,175
374,ball,-1,596,911,370,28
374,robot_0,0,350,888,347,147
374,robot_2,1,297,958,373,175
375,ball,-1,596,911,370,28
375,robot_0,0,350,889,348,147
375,robot_2,1,297,957,372,175
376,ball,-1,596,911,370,28
376,robot_0,0,350,890,348,147
376,robot_2,1,297,957,372,175
377,ball,-1,596,911,370,28
377,robot_0,0,350,890,348,147
377,robot_2,1,297,957,372,175
378,ball,-1,596,911,370,28
378,robot_0,0,350,890,348,147
378,robot_2,1,297,957,372,175
379,ball,-1,596,911,370,28
379,robot_0,0,350,889,348,147
379,robot_2,1,297,957,372,175
380,ball,-1,596,911,370,28
380,robot_0,0,349,889,348,147
380,robot_2,1,297,957,372,175
381,ball,-1,596,911,370,28
381,robot_0,0,349,889,348,147
381,robot_2,1,297,958,373,175
382,ball,-1,596,911,370,28
382,robot_0,0,349,888,347,147
382,robot_2,1,297,958,373,175
383,ball,-1,596,911,370,28
383,robot_0,0,349,888,347,147
383,robot_2,1,297,958,373,175
384,ball,-1,596,911,370,28
384,robot_0,0,349,888,347,147
384,robot_2,1,297,958,373,175
385,ball,-1,596,911,370,28
385,robot_0,0,349,889,348,147
385,robot_2,1,297,958,373,175
386,ball,-1,596,911,370,28
386,robot_0,0,348,889,348,148
386,robot_2,1,297,958,373,175
387,ball,-1,596,911,370,28
387,robot_0,0,348,888,347,148
387,robot_2,1,297,958,373,175
388,ball,-1,596,911,370,28
388,robot_0,0,347,887,347,148
388,robot_2,1,297,958,373,175
389,ball,-1,596,911,370,28
389,robot_0,0,346,887,347,149
389,robot_2,1,297,958,373,175
390,ball,-1,596,911,370,28
390,robot_0,0,346,887,347,149
390,robot_2,1,297,958,373,175
391,ball,-1,596,911,370,28
391,robot_0,0,346,886,346,149
391,robot_2,1,297,958,373,175
392,ball,-1,596,911,370,28
392,robot_0,0,346,886,346,149
392,robot_2,1,297,958,373,175
393,ball,-1,596,911,370,28
393,robot_0,0,345,887,347,149
393,robot_2,1,297,958,373,175
394,ball,-1,596,911,370,28
394,robot_0,0,345,886,346,149
394,robot_2,1,297,958,373,175
395,ball,-1,596,911,370,28
395,robot_0,0,344,886,346,150
395,robot_2,1,297,958,373,175
396,ball,-1,596,911,370,28
396,robot_0,0,343,884,345,150
396,robot_2,1,297,958,373,175
397,ball,-1,596,911,370,28
397,robot_0,0,343,884,345,150
397,robot_2,1,297,958,373,175
398,ball,-1,596,911,370,28
398,robot_0,0,343,884,345,150
398,robot_2,1,297,958,373,175
399,ball,-1,596,911,370,28
399,robot_0,0,343,884,345,150
399,robot_2,1,297,958,373,175
400,ball,-1,596,911,370,28
400,robot_0,0,344,884,345,150
400,robot_2,1,297,957,372,175
401,ball,-1,596,911,370,28
401,robot_0,0,343,885,346,150
401,robot_2,1,297,958,373,175
402,ball,-1,596,911,370,28
402,robot_0,0,343,885,346,150
402,robot_2,1,297,958,373,175
403,ball,-1,596,911,370,28
403,robot_0,0,343,884,345,150
403,robot_2,1,297,958,373,175
404,ball,-1,596,911,370,28
404,robot_0,0,342,883,345,151
404,robot_2,1,297,958,373,175
405,ball,-1,596,911,370,28
405,robot_0,0,341,883,345,151
405,robot_2,1,297,958,373,175
406,ball,-1,596,911,370,28
406,robot_0,0,341,883,345,151
406,robot_2,1,297,957,372,175
407,ball,-1,596,911,370,28
407,robot_0,0,342,883,345,151
407,robot_2,1,297,958,373,175
408,ball,-1,596,911,370,28
408,robot_0,0,342,883,345,151
408,robot_2,1,297,958,373,175
409,ball,-1,596,911,370,28
409,robot_0,0,343,885,346,150
409,robot_2,1,297,957,372,175
410,ball,-1,596,911,370,28
410,robot_0,0,342,885,346,151
410,robot_2,1,297,958,373,175
411,ball,-1,596,911,370,28
411,robot_0,0,342,884,345,151
411,robot_2,1,297,957,372,175
412,ball,-1,596,911,370,28
412,robot_0,0,342,883,345,151
412,robot_2,1,297,958,373,175
413,ball,-1,596,911,370,28
413,robot_0,0,341,883,345,151
413,robot_2,1,297,958,373,175
414,ball,-1,596,911,370,28
414,robot_0,0,340,883,345,152
414,robot_2,1,297,958,373,175
415,ball,-1,595,911,370,28
415,robot_0,0,341,882,344,151
415,robot_2,1,297,957,372,175
416,ball,-1,596,911,370,28
416,robot_0,0,341,882,344,151
416,robot_2,1,297,958,373,175
417,ball,-1,596,911,370,28
417,robot_0,0,342,883,345,151
417,robot_2,1,297,958,373,175
418,ball,-1,595,911,370,28
418,robot_0,0,341,884,345,151
418,robot_2,1,297,958,373,175
419,ball,-1,596,911,370,28
419,robot_0,0,341,884,345,151
419,robot_2,1,297,958,373,175
420,ball,-1,596,911,370,28
420,robot_0,0,341,882,344,151
420,robot_2,1,297,958,373,175
421,ball,-1,596,911,370,28
421,robot_0,0,341,882,344,151
421,robot_2,1,297,958,373,175
422,ball,-1,596,911,370,28
422,robot_0,0,340,883,345,152
422,robot_2,1,297,958,373,175
423,ball,-1,596,911,370,28
423,robot_0,0,340,882,344,151
423,robot_2,1,297,958,373,175
424,ball,-1,596,911,370,28
424,robot_0,0,340,882,344,151
424,robot_2,1,297,958,373,175
425,ball,-1,596,911,370,28
425,robot_0,0,340,883,345,152
425,robot_2,1,297,958,373,175
426,ball,-1,596,911,370,28
426,robot_0,0,340,883,345,152
426,robot_2,1,297,958,373,175
427,ball,-1,596,912,371,28
427,robot_0,0,339,882,344,152
427,robot_2,1,297,958,373,175
428,ball,-1,596,911,370,28
428,robot_0,0,339,882,344,152
428,robot_2,1,297,958,373,175
429,ball,-1,598,912,371,27
429,robot_0,0,338,881,344,152
429,robot_2,1,297,958,373,175
430,robot_0,0,337,881,344,153
430,robot_2,1,297,958,373,175
431,robot_0,0,337,880,343,153
431,robot_2,1,299,959,373,174
432,robot_0,0,336,880,343,153
432,robot_2,1,302,961,374,172
433,robot_0,0,336,879,343,153
433,robot_2,1,305,960,374,171
434,robot_0,0,335,881,344,154
434,robot_2,1,309,961,375,169
435,robot_0,0,335,879,343,154
435,robot_2,1,315,959,374,166
436,robot_0,0,334,877,342,154
436,robot_2,1,321,957,374,163
437,robot_0,0,333,875,341,155
437,robot_2,1,323,960,375,162
438,robot_0,0,332,874,341,155
438,robot_2,1,330,917,358,157
439,robot_0,0,332,873,340,155
439,robot_2,1,334,957,374,157
440,robot_0,0,332,875,341,155
440,robot_2,1,335,918,359,155
441,robot_0,0,332,871,339,155
441,robot_2,1,335,916,358,155
442,robot_0,0,334,873,340,154
442,robot_2,1,337,918,359,154
443,robot_0,0,333,872,340,155
443,robot_2,1,341,956,374,153
444,robot_0,0,331,872,340,156
444,robot_2,1,334,918,359,156
445,robot_0,0,330,877,342,156
445,robot_2,1,332,918,359,157
446,robot_0,0,327,863,336,157
446,robot_2,1,329,920,359,158
447,robot_0,0,328,877,342,157
447,robot_2,1,326,951,372,160
448,robot_0,0,327,878,342,158
448,robot_2,1,321,956,373,163
449,robot_0,0,326,881,343,158
449,robot_2,1,320,948,370,163
450,robot_0,0,330,860,335,156
450,robot_2,1,318,943,368,164
451,robot_0,0,325,881,343,159
451,robot_2,1,315,961,375,166
452,robot_0,0,322,875,340,160
452,robot_2,1,317,932,363,164
453,robot_0,0,320,874,340,161
453,robot_2,1,315,920,358,165
454,robot_0,0,317,873,339,162
454,robot_2,1,313,919,358,166
455,robot_0,0,315,878,341,164
455,robot_2,1,312,921,359,166
456,ball,-1,271,1066,414,190
456,robot_0,0,312,874,339,165
456,robot_2,1,311,922,359,167
457,robot_0,0,311,871,338,165
457,robot_2,1,310,921,359,167
458,ball,-1,248,1065,412,200
458,robot_0,0,310,870,338,166
458,robot_2,1,310,916,357,167
459,robot_0,0,310,870,338,166
459,robot_2,1,309,913,355,167
460,robot_0,0,310,870,338,166
460,robot_2,1,310,911,355,167
461,robot_0,0,316,869,338,163
461,robot_2,1,310,911,355,167
462,robot_0,0,316,869,338,163
462,robot_2,1,310,910,354,167
463,robot_0,0,316,870,338,163
463,robot_2,1,310,909,354,167
464,robot_0,0,314,870,338,164
464,robot_2,1,310,907,353,167
465,robot_0,0,311,868,337,165
465,robot_2,1,309,906,352,167
466,robot_0,0,311,868,337,165
466,robot_2,1,308,905,352,168
467,robot_0,0,311,868,337,165
467,robot_2,1,306,905,352,169
468,robot_0,0,311,868,337,165
468,robot_2,1,306,906,352,169
469,robot_0,0,308,865,336,167
469,robot_2,1,306,905,352,169
470,ball,-1,165,974,372,238
470,robot_0,0,310,868,337,166
470,robot_2,1,306,908,353,169
471,robot_0,0,310,867,336,166
471,robot_2,1,306,911,354,169
472,robot_0,0,308,868,337,167
472,robot_2,1,306,914,356,169
473,robot_0,0,307,872,338,167
473,robot_2,1,305,914,355,169
474,robot_0,0,306,870,338,168
474,robot_2,1,302,914,355,171
475,robot_0,0,304,870,337,169
475,robot_2,1,299,917,356,172
476,robot_0,0,301,874,339,170
476,robot_2,1,292,962,374,177
477,robot_0,0,300,878,340,171
477,robot_2,1,285,974,378,181
478,robot_0,0,298,880,341,172
478,robot_2,1,279,980,381,184
479,ball,-1,598,872,355,24
479,robot_0,0,297,883,342,172
479,robot_2,1,272,985,382,187
480,ball,-1,151,960,366,244
480,robot_0,0,294,887,344,174
480,robot_2,1,265,997,386,191
481,ball,-1,152,960,366,244
481,robot_0,0,291,891,345,176
481,robot_2,1,256,1006,390,195
482,ball,-1,152,960,366,244
482,robot_0,0,288,894,346,177
482,robot_2,1,248,1017,393,199
483,ball,-1,153,961,366,243
483,robot_0,0,283,897,347,180
483,robot_2,1,240,1024,396,203
484,ball,-1,153,961,366,243
484,robot_0,0,279,900,348,182
484,robot_2,1,233,1031,398,207
485,ball,-1,153,962,366,243
485,robot_0,0,275,904,350,184
485,robot_2,1,227,1037,400,210
486,ball,-1,154,962,367,243
486,robot_0,0,270,908,351,186
486,robot_2,1,224,1041,401,211
487,ball,-1,154,963,367,243
487,robot_0,0,265,911,352,189
487,robot_2,1,222,1043,402,212
488,ball,-1,154,963,367,243
488,robot_0,0,259,914,353,192
488,robot_2,1,220,1044,402,213
489,ball,-1,253,964,373,196
489,robot_0,0,254,917,354,194
489,robot_2,1,219,1041,401,213
490,ball,-1,154,963,367,243
490,robot_0,0,249,921,355,197
490,robot_2,1,219,1037,400,213
491,ball,-1,154,963,367,243
491,robot_0,0,246,921,355,198
491,robot_2,1,217,1030,397,214
492,ball,-1,154,963,367,243
492,robot_0,0,240,923,356,201
492,robot_2,1,217,1021,393,214
493,ball,-1,154,963,367,243
493,robot_0,0,235,926,357,203
493,robot_2,1,223,976,376,210
