frame,id_objeto,equipo,pixel_x,pixel_y,cenital_x,cenital_y
52,robot_0,0,437,122,-5,42
52,robot_1,1,267,820,370,169
52,robot_2,0,502,893,414,45
53,robot_0,0,435,124,-4,44
53,robot_1,1,266,813,367,170
53,robot_2,0,505,895,415,43
54,robot_0,0,431,127,-3,46
54,robot_1,1,265,800,360,170
54,robot_2,0,511,901,418,40
55,ball,-1,544,884,412,22
55,robot_0,0,429,130,-1,48
55,robot_1,1,265,791,356,170
55,robot_2,0,510,899,417,41
56,ball,-1,544,884,412,22
56,robot_0,0,429,130,-1,48
56,robot_1,1,265,792,356,170
56,robot_2,0,510,899,417,41
57,ball,-1,545,881,410,21
57,robot_0,0,428,131,0,48
57,robot_1,1,265,784,352,170
57,robot_2,0,510,900,418,41
58,robot_0,0,429,131,0,48
58,robot_1,1,265,778,349,169
58,robot_2,0,508,903,419,42
59,ball,-1,549,871,406,18
59,robot_0,0,431,129,-1,46
59,robot_1,1,265,775,348,169
59,robot_2,0,502,900,417,45
